business_id,industry_sector,business_age_years,region_parish,annual_revenue,revenue_growth_yoy,profit_margin,avg_bank_balance,cash_to_monthly_expense_ratio,overdraft_days_last_12m,loan_amount_outstanding,debt_to_revenue,interest_rate_weighted_avg,term_months_remaining,days_past_due_max_last_12m,num_active_loans,num_employees,total_payroll_last_12m,missed_payroll_count_last_12m,payroll_growth_yoy,credit_score_business,num_returned_payments_last_12m,has_tax_lien,prior_default_or_bankruptcy,avg_monthly_card_spend,card_spend_growth_yoy,utilization_rate_card,days_late_card_payment_max_last_12m,igs_spend_growth_tract,igs_new_businesses_growth_tract,igs_small_business_loans_growth_tract,igs_personal_income_growth_tract,igs_spending_per_capita_growth_tract,igs_labor_market_engagement_index,igs_minority_women_owned_pct,igs_commercial_diversity_pct,igs_tract_population,igs_median_income_tract,revenue_growth_vs_tract_benchmark,spending_growth_vs_tract_benchmark,labor_market_health_score,risk_score,default_flag
106188,Food Services,1.7,Calcasieu,302991,-0.2677,0.0384,12550.98,0.52,0,283506,0.9357,0.0605,24,0,2,2,93271.2,0,-0.2083,686,0,0,0,927.7,-0.2556,0.2884,0,-0.0457,-0.097,-0.0279,0.0042,0.0598,26.5,0.1698,0.0101,2381,31201,-0.1707,-0.2099,11.47,72,0
106189,Retail,13.9,East Baton Rouge,323478,0.4596,0.2557,2315.25,0.12,9,442342,1.3675,0.035,24,0,1,1,,2,0.3087,708,4,0,0,0,,,0,0.0791,-0.1096,0.0467,0.2894,-0.2007,58.7,0.1251,0.0061,5462,55573,0.5692,-0.0791,58.68,100,1
106190,Retail,3.3,Orleans,525452,0.1136,0.1536,21098.24,0.57,0,704055,1.3399,0.035,24,15,4,3,187883.06,0,0.0945,635,0,0,0,2848.48,0.1381,0.5456,0,0.2837,0.0637,0.0091,-0.0038,0.028,76.9,0.1907,0.0064,4687,45562,0.0499,-0.1456,48.94,75,0
106191,Manufacturing,17.4,St. Tammany,340009,-0.0632,0.3767,39170.48,2.22,6,414679,1.2196,0.035,36,0,1,5,,0,-0.088,850,0,0,0,0,,,0,0.2103,-0.1132,-0.2986,0.1205,-0.1567,46.2,0.0423,0.0096,5996,46910,0.05,-0.2103,34.11,8,0
106192,Professional Services,6.6,Lafayette,1261144,-0.0036,0.1265,122868.91,1.34,0,1263363,1.0018,0.0446,48,0,1,28,634813.26,0,0.1183,756,0,0,0,5892.3,-0.0665,0.2234,0,0.1001,0.2059,0.0609,0.0267,-0.0476,47.6,0.2892,0.018,4807,42268,-0.2095,-0.1666,41.52,40,0
106193,Transportation,7.3,Tangipahoa,68088,-0.0233,0.029,2295.04,0.42,10,45507,0.6684,0.0832,12,30,1,1,,1,0.1163,668,3,0,0,77.25,-0.1524,0.0938,0,0.1478,-0.1631,0.001,0.2768,-0.1043,59,0.6021,0.0131,5870,61720,0.1398,-0.3002,54.92,100,1
106194,Technology,4.7,Orleans,4299952,-0.0519,0.2134,208916.14,0.74,0,5890258,1.3698,0.035,36,0,3,31,,0,0.0821,830,1,0,0,0,,,0,-0.1514,0.0035,0.0245,0.1666,0.0752,45.8,0.2409,0.0078,8823,64222,-0.0554,0.1514,44.32,35,0
106195,Manufacturing,11.8,Orleans,1283610,0.2865,0.3287,20092.8,0.28,9,1662723,1.2953,0.035,24,60,2,6,499418.92,0,0.1107,725,0,0,0,0,,,0,-0.1009,0.0599,-0.3211,0.0222,0.1045,26.3,0.2178,0.0184,8979,22000,0.2266,0.1009,21,56,0
106196,Retail,5.1,Orleans,324048,0.5528,0.1695,22128.36,0.99,0,169876,0.5242,0.0506,60,0,1,3,142289.56,0,0.6007,746,0,0,0,360.14,0.4126,0.1195,0,0.0783,-0.2375,0.2315,0.0355,-0.0324,68.1,0.1563,0.0246,7307,22000,0.7903,0.3343,32.53,7,0
106197,Food Services,12.3,St. Tammany,672260,-0.0828,0.1146,26037.43,0.52,0,442622,0.6584,0.0806,36,0,1,4,303435.86,0,-0.0973,850,1,0,0,0,,,0,-0.0136,-0.1259,-0.1299,-0.0957,-0.1884,57.7,0.0386,0.0169,4283,31266,0.0431,0.0136,18.75,26,0
106198,Real Estate,7.4,Rapides,409728,-0.0707,0.3589,39824.55,1.82,0,565397,1.3799,0.035,36,0,2,3,,0,-0.0691,798,1,0,0,0,,,0,-0.2766,-0.0216,0.1271,0.1449,0.1515,44.6,0.0117,0.0107,2773,22000,-0.0491,0.2766,40.17,25,0
106199,Food Services,4.6,Ouachita,838993,0.0102,0.1468,15013.15,0.25,0,1263901,1.5064,0.0437,24,0,2,3,449431.86,1,0.0841,,0,0,0,7543.61,-0.0177,0.3427,0,0.2732,-0.1917,-0.3793,0.1134,-0.1403,21,0.1775,0.0199,7706,22000,0.2019,-0.2909,14.35,78,0
106200,Retail,1.1,Tangipahoa,584624,-0.2728,0.0416,6347.87,0.14,0,324231,0.5546,0.1103,24,0,4,4,198694.64,1,-0.2545,743,0,0,0,3805.95,-0.3107,0.5771,30,-0.0542,-0.0262,0.0052,-0.1106,0.08,54.5,0.0165,0.0183,3463,48462,-0.2466,-0.2565,20.33,77,0
106201,Manufacturing,14.6,Ouachita,2382637,0.1461,0.3348,78779.17,0.6,0,0,0,0.035,0,0,0,18,1054503.19,,0.2824,850,0,0,0,0,,,0,0.2452,-0.0435,-0.3894,0.0922,-0.0136,36.4,0.1942,0.0224,8000,42071,0.1896,-0.2452,28.88,0,0
106202,Construction,6.4,Ouachita,2057663,0.0711,0.3038,11725.05,0.1,0,2408213,1.1704,0.035,24,15,4,11,1024501.22,0,0.0868,798,0,0,0,7854.41,0.1904,0.1104,20,-0.0208,0.0456,-0.1897,0.011,0.128,47.5,0.2672,0.0097,8072,53765,0.0255,0.2112,31.88,25,0
106203,Technology,3.5,Caddo,819179,0.0629,-0.0196,80626.48,1.16,0,1422502,1.7365,0.0617,36,30,3,7,316750.6,0,0.1913,697,0,0,0,0,,,0,0.0817,0.0832,0.003,0.0035,0.0576,70.7,0.3736,0.0214,3249,59571,-0.0203,-0.0817,46.93,85,1
106204,Professional Services,9.6,Lafayette,635675,-0.3777,0.2344,46076.75,1.14,0,290153,0.4564,0.044,48,0,1,5,178486.95,0,-0.3136,850,0,0,1,4501.52,-0.3958,0.1852,60,0.2536,0.112,0.0016,-0.1273,0.0123,30.5,0.1121,0.017,7680,22613,-0.4897,-0.6494,11.17,36,0
106205,Retail,7.4,Tangipahoa,698880,-0.4676,0.2808,29874.45,0.71,0,0,0,0.0374,0,0,0,2,302538.4,1,-0.3997,752,0,0,0,5706.89,-0.5495,0.224,0,0.0097,-0.2344,-0.1731,0.1232,0.1993,57.4,0.1865,0.0224,5087,22000,-0.2332,-0.5592,35.04,41,0
106206,Technology,7.4,East Baton Rouge,2952279,-0.0509,0.1546,408680.76,1.96,0,2512426,0.851,0.035,24,0,1,26,776291.47,0,-0.0904,680,0,0,0,15416.98,-0.156,0.2615,0,-0.3488,0.0674,0.2069,0.0605,-0.0606,18.8,0.0641,0.0059,6066,38617,-0.1183,0.1928,20.7,48,0
106207,Food Services,29.1,East Baton Rouge,278106,0.1755,0.3943,21680.47,1.54,0,169041,0.6078,0.035,84,0,1,1,129728.3,0,0.1977,850,0,0,0,0,,,0,0.1394,0.1301,-0.261,0.2029,-0.0323,44.8,0.0555,0.0059,2461,67603,0.0454,-0.1394,53.68,0,0
106208,Food Services,3,Tangipahoa,1213199,-0.3612,0.1083,52976.69,0.59,0,2095245,1.727,0.0661,48,0,1,11,467321.8,0,-0.1333,783,0,0,0,5587.3,-0.3074,0.6385,0,-0.2763,-0.1169,0.0698,0.0136,-0.0236,61.2,0.1228,0.0102,5305,73950,-0.2443,-0.0311,32.24,74,0
106209,Construction,9.9,Calcasieu,440587,0.227,0.3272,17175.04,0.7,0,292497,0.6639,0.035,36,0,1,3,162417.69,0,0.1013,850,0,0,0,1258.17,0.2439,0.1605,0,-0.1449,-0.1231,0.015,-0.077,0.0466,54.6,0.0984,0.0136,3192,61838,0.3501,0.3888,18.9,0,0
106210,Retail,14.4,Lafayette,81717,-0.0367,0.1347,2615.4,0.44,11,0,0,0.0498,0,0,0,1,43615.37,1,-0.1041,706,2,0,0,555.93,-0.221,0.6312,0,-0.0389,-0.3579,-0.1278,0.2538,0.0036,65,0.3501,0.0182,5931,22000,0.3212,-0.1821,46.48,84,1
106211,Healthcare,4.8,Rapides,203746,-0.1524,0.1148,6383.58,0.42,0,75692,0.3715,0.0721,36,0,2,2,56415.54,1,0.0206,819,0,0,0,1337.5,-0.1573,0.4911,0,0.1645,0.0052,-0.0854,-0.0092,0.021,36.5,0.342,0.0145,6758,60282,-0.1576,-0.3218,21.24,46,0
106212,Retail,2.9,Lafayette,339390,0.0483,0.3124,13397.53,0.69,0,102901,0.3032,0.035,36,0,1,2,107499.65,0,0.1213,,0,0,0,1755.17,0.0902,0.3295,0,0.0892,0.0974,-0.0219,0.0464,0.101,28.8,0.158,0.0088,7467,47810,-0.0491,0.001,26.79,11,0
106213,Construction,4.7,Caddo,1062524,-0.2555,0.0811,45753.36,,0,0,0,0.0601,0,0,0,8,483653.29,1,-0.2714,720,0,0,0,954.8,-0.201,0.2288,20,0.0801,-0.2323,-0.1049,0.159,-0.1792,36.4,0.1565,0.0244,8919,43026,-0.0232,-0.2811,26.12,58,0
106214,Construction,7.3,East Baton Rouge,861601,-0.5284,0.0243,88785.18,1.27,0,0,0,0.0662,0,0,0,4,390747.14,0,-0.4714,774,0,0,0,3585.01,-0.6,0.0539,0,-0.0146,0.1218,-0.0248,-0.077,0.2323,85,0.2001,0.0078,8044,43559,-0.6502,-0.5854,49.39,40,0
106215,Transportation,12.9,Jefferson,624545,0.2954,0.218,18140.04,0.45,10,663280,1.062,0.044,24,30,1,3,203959.49,1,0.4017,736,1,0,0,5507.98,0.2947,0.2786,0,-0.0517,0.0247,-0.0769,-0.0071,-0.1269,56.7,0.523,0.0249,6442,74585,0.2707,0.3464,34.54,78,0
106216,Transportation,3.2,East Baton Rouge,115331,0.0193,0.2192,4425.8,0.59,0,0,0,0.0585,0,0,0,1,43586.02,2,0.1234,701,1,0,0,492.84,-0.0407,0.2126,0,-0.0975,0.0542,-0.186,-0.0343,-0.2053,45.9,0.0419,0.0174,2091,22044,-0.0349,0.0568,26.82,65,0
106217,Retail,4.8,Calcasieu,1948911,-0.1287,0.1346,195997.6,1.39,0,2428002,1.2458,0.0635,24,0,1,11,519731.69,0,-0.0203,,0,0,0,12005.22,-0.0919,0.3298,0,-0.4744,-0.0421,0.0706,-0.0528,0.096,46.6,0.4135,0.0243,5475,39954,-0.0866,0.3825,20.58,45,0
106218,Construction,9.9,Rapides,2667116,-0.0971,0.1453,90578.23,0.48,0,2036185,0.7634,0.054,48,60,4,31,1445624.74,1,-0.1902,,0,0,0,11096.25,-0.1958,0.8172,0,-0.2215,0.1608,0.0431,0.0596,0.0531,40,0.1907,0.0178,7130,36913,-0.2579,0.0257,38,88,1
106219,Construction,11.1,Lafayette,1882079,-0.1405,0.2461,135841.26,1.15,0,1391895,0.7396,0.0583,84,0,1,20,1008908.62,,-0.0846,715,0,0,0,0,,,0,0.1079,-0.0218,-0.0862,0.0705,0.0894,26.2,0.2532,0.0241,8956,22000,-0.1187,-0.1079,21.68,33,0
106220,Retail,11.9,Orleans,1319007,-0.0476,0.4331,58591.5,0.94,0,0,0,0.035,0,0,0,9,,0,-0.0355,850,0,0,0,11172.65,-0.1067,0.2458,0,-0.0254,0.0632,0.0288,0.3127,0.0802,39.1,0.0779,0.0218,4821,35316,-0.1108,-0.0813,57.89,0,0
106221,Transportation,1.5,East Baton Rouge,85499,0.0053,0.0819,4500.26,0.69,0,130745,1.5292,0.0543,48,0,1,1,27545.39,,-0.0375,,0,0,0,789.82,0.0203,0.3786,0,0.0237,0.0139,0.0812,-0.1016,0.0252,32,0.141,0.0051,6851,50880,-0.0086,-0.0034,9.74,63,0
106222,Manufacturing,21.8,Caddo,2354798,0.1813,0.45,,1.23,0,1626243,0.6906,0.035,24,0,1,13,709270.47,0,0.2563,850,1,0,0,9282.57,0.1127,0.5844,0,0.1301,0.0795,-0.4987,-0.0087,-0.1071,49.3,0.1546,0.0243,7032,52848,0.1018,-0.0174,32.68,0,0
106223,Retail,4,Tangipahoa,844365,-0.1231,0.1672,40146.95,0.69,0,561916,0.6655,0.0637,24,60,2,5,378450.25,0,-0.1255,781,0,0,0,0,,,0,0.1003,0.2147,-0.1384,0.156,0.1264,85,0.3863,0.0234,5360,34738,-0.3378,-0.1003,77.33,48,0
106224,Construction,21.4,Caddo,1934344,-0.2026,0.2262,104638.91,0.84,0,2442054,1.2625,0.0498,12,30,3,11,642910.77,,-0.2167,712,0,0,0,8571.11,-0.2127,0.0978,0,0.0642,0.0929,0.0198,0.0409,0.0431,62.7,0.0631,0.0123,5601,86801,-0.2955,-0.2769,46.35,80,1
106225,Retail,23.9,Orleans,924363,-0.0879,0.45,35664.8,0.84,0,1516361,1.6404,0.035,12,0,2,21,330733.17,0,-0.1363,850,0,0,0,0,,,0,-0.1612,0.1504,0.0076,0.0465,0.0423,61.1,0.22,0.0193,7469,44165,-0.2383,0.1612,48.83,9,0
106226,Professional Services,1.2,Tangipahoa,408563,0.5721,0.0706,33970.77,1.07,6,130963,0.3205,0.0617,36,0,1,2,123852.46,1,0.466,696,1,0,0,0,,,0,-0.2131,0.0778,0.0796,-0.0144,0.0669,60.8,0.1393,0.0092,7311,54748,0.4943,0.2131,38.93,51,0
106227,Retail,9.7,St. Tammany,634640,0.0645,0.0468,48781.86,0.97,0,786664,1.2395,0.0665,60,0,3,3,226228.8,0,0.0165,763,0,0,0,0,,,0,0.0909,-0.1748,0.2335,-0.0983,0.0332,27.2,0.0993,0.018,2440,32748,0.2393,-0.0909,-2.25,46,0
106228,Agriculture,4.4,Tangipahoa,1322489,0.1179,0.1604,40344.67,0.44,0,616889,0.4665,0.0401,24,0,1,6,660329.64,0,0.0997,785,0,0,0,0,,,0,0.0225,0.0504,0.0467,0.1213,0.2782,49.5,0.0099,0.0189,8564,51161,0.0675,-0.0225,44.35,15,0
106229,Transportation,6,Caddo,188382,-0.026,0.1081,5233.01,0.37,0,237988,1.2633,0.0572,24,0,1,3,56646.99,1,-0.0406,695,0,1,0,247.51,-0.1302,0.3253,0,0.172,-0.0827,-0.2806,0.188,0.0049,30.2,0.0922,0.0128,2288,32733,0.0567,-0.3022,32.79,100,1
106230,Construction,11.2,Jefferson,1161062,0.4113,0.3653,58841.83,0.96,0,1478383,1.2733,0.035,84,0,3,14,395650.93,0,0.3448,830,0,0,0,10167.4,0.4496,0.6585,0,-0.1533,-0.1153,-0.0197,-0.0908,0.1665,57.6,0.1611,0.0073,3734,61151,0.5266,0.6029,19.72,4,0
106231,Professional Services,2.3,St. Tammany,174992,0.2191,0.1495,4475.49,0.36,0,93819,0.5361,0.0646,60,15,5,1,89277.34,1,0.1788,726,3,0,0,0,,,0,0.2335,0.1629,-0.0054,0.0632,0.1111,37.7,0.1865,0.0116,8330,32246,0.0562,-0.2335,37.08,72,0
106232,Technology,4.2,Caddo,834790,-0.199,0.0839,35507.65,0.56,0,0,0,0.0544,0,0,0,4,316674.32,1,-0.117,,0,0,0,0,,,0,0.0286,0.1097,-0.0992,-0.0275,0.1533,19.2,0.3412,0.0081,5205,57802,-0.3087,-0.0286,14.26,48,0
106233,Healthcare,9.4,Caddo,67053,0.0647,0.2622,1761.66,0.43,11,0,0,0.0601,0,0,0,1,19709.31,1,0.0649,688,2,0,0,351.23,-0.103,0.1921,0,0.3553,-0.1326,-0.1215,0.059,-0.022,49.5,0.269,0.023,4283,31038,0.1973,-0.4583,28.97,65,0
106234,Retail,7.7,Ouachita,214706,-0.0551,0.1673,6156.66,0.41,0,314564,1.4651,0.0493,12,0,3,2,58906.48,2,-0.0481,816,0,0,0,626.06,-0.0381,0.3145,0,-0.0739,0.1629,-0.2178,0.0323,0.0855,56.3,0.32,0.0227,7572,34574,-0.218,0.0358,45.15,78,0
106235,Construction,11.1,Rapides,586610,0.1205,0.2303,24476.81,0.65,0,979038,1.669,0.048,36,15,1,3,172232.99,0,0.0822,840,0,0,0,4741.94,0.1464,0.0182,0,-0.0898,-0.2543,-0.1068,0.2537,0.2156,33.5,0.3487,0.0096,2809,34201,0.3748,0.2362,32.75,30,0
106236,Real Estate,4.1,Lafayette,383848,0.2492,-0.0836,6964.35,0.2,0,333089,0.8678,0.0867,60,15,2,9,,3,0.1634,596,0,0,1,628.44,0.3936,0.2057,10,-0.0455,-0.1158,-0.179,-0.0135,0.0025,52,0.261,0.0107,4474,40771,0.365,0.4391,24.06,100,1
106237,Professional Services,2.2,Rapides,210888,-0.2391,0.0083,11679.92,0.67,0,335115,1.5891,0.0988,12,0,1,1,98109.23,0,-0.1662,761,0,0,0,549.56,-0.1146,0.0978,0,0.0067,-0.0859,0.2111,0.09,0.2114,42.4,0.4525,0.025,7517,62259,-0.1532,-0.1213,30.14,71,0
106238,Professional Services,23.4,Orleans,102262,0.109,0.3448,5562.92,1,0,69979,0.6843,0.035,36,0,2,1,38686.82,0,0.1136,850,0,0,0,0,,,0,0.12,-0.1073,-0.1173,0.0179,0.1927,38.4,0.4492,0.0185,6564,61995,0.2163,-0.12,19.46,0,0
106239,Real Estate,3,Caddo,414616,-0.1476,0.0046,6996.3,0.2,0,417912,1.0079,0.0507,48,60,2,3,208863.66,2,-0.1654,748,0,0,0,3396.61,-0.0088,0.1182,30,-0.2292,0.0631,-0.0732,0.0265,-0.1471,32,0.3525,0.0103,2116,52054,-0.2107,0.2204,25,100,1
106240,Real Estate,2.5,Orleans,1383707,0.3416,0.0615,84353.4,,0,1875168,1.3552,0.0586,36,0,1,18,557690.34,0,0.3132,767,0,0,0,9696.54,0.4414,0.6181,0,0.0577,0.0682,-0.0529,-0.0482,0.1743,57.7,0.1718,0.0184,6640,48501,0.2734,0.3837,33.21,47,0
106241,Technology,3.2,East Baton Rouge,737074,0.2426,0.2054,68257.22,1.4,0,0,0,0.0601,0,0,0,4,281674.15,0,0.2859,764,0,0,1,1016.02,0.189,0.249,0,-0.1411,-0.1955,0.0484,0.0787,0.0652,67.7,0.2259,0.0163,6356,49551,0.4381,0.3301,38.71,23,0
106242,Retail,6.8,Calcasieu,1356576,-0.4078,0.2045,88584.77,0.99,0,0,0,0.0505,0,0,0,9,467828.77,1,-0.5,726,1,0,0,0,,,0,-0.1491,0.0829,0.2222,-0.0147,0.0671,25.1,0.0717,0.0179,2886,36311,-0.4907,0.1491,17.74,54,0
106243,Healthcare,7.2,Orleans,1853076,-0.2179,0.267,6785.34,0.06,7,0,0,0.059,0,0,0,27,813745.72,1,-0.1461,749,5,0,0,0,,,0,-0.0264,0.0771,-0.2172,0.029,-0.0407,70.8,0.1518,0.0074,4842,69480,-0.295,0.0264,49.23,81,1
106244,Manufacturing,1.5,Lafayette,789287,-0.2656,0.1062,11490.38,0.2,0,847257,1.0734,0.0752,36,15,2,5,339679.34,1,-0.2503,645,0,0,0,0,,,0,0.1278,0.0892,0.2932,-0.1096,0.0332,58.3,0.1146,0.0114,4348,25730,-0.3548,-0.1278,28.48,96,1
106245,Transportation,2.7,Orleans,519201,0.0165,0.0556,59159.25,1.45,0,148606,0.2862,0.0761,48,0,3,3,246056.23,,0.0009,700,1,0,0,563.54,-0.0848,0.6115,0,0.2092,0.0476,0.1746,0.2665,0.0065,20.6,0.1567,0.0225,6308,28351,-0.0311,-0.294,41.39,53,0
106246,Professional Services,12.1,Ouachita,91717,0.0963,0.3381,691.01,0.14,7,77318,0.843,0.0407,12,0,2,1,46843.19,2,0.2076,769,3,0,0,0,,,0,0.2028,-0.1153,-0.0327,-0.2008,0.0539,22.3,0.2333,0.0092,2425,43685,0.2116,-0.2028,-12.46,81,1
106247,Retail,4.5,St. Tammany,183723,0.2041,0.1392,11918.77,0.9,0,213418,1.1616,0.0386,36,0,2,2,53579.84,0,0.3128,702,0,0,0,0,,,0,0.1681,-0.0352,0.0747,-0.0629,-0.1169,49.9,0.318,0.0241,6995,43418,0.2393,-0.1681,21.89,43,0
106248,Transportation,7.5,East Baton Rouge,351885,-0.0241,0.0687,27322.73,1,0,0,0,0.0786,0,0,0,2,187305.2,0,0.0155,,0,0,0,617.58,0.0215,0.1698,0,-0.1297,0.0054,0.0078,0.1959,0.3354,30,0.0507,0.0089,3409,58856,-0.0295,0.1512,37.86,31,0
106249,Manufacturing,2.9,Ouachita,2002979,-0.0321,0.2661,123143.04,1.01,0,1827299,0.9123,0.0633,84,0,1,14,572664.7,0,-0.1085,,0,0,0,0,,,0,0.0811,-0.0115,-0.048,-0.03,0.2292,21.1,0.2999,0.0065,6674,72294,-0.0206,-0.0811,9.09,15,0
106250,Retail,8.7,Caddo,1773324,0.0925,0.1831,108541.71,0.9,0,722292,0.4073,0.035,60,15,3,17,767126.75,0,0.1192,850,0,1,0,0,,,0,-0.1097,-0.1083,0.0218,0.2588,0.0887,17.8,0.3987,0.0204,3393,53738,0.2008,0.1097,31.15,33,0
106251,Construction,2.8,Ouachita,740094,0.7231,0.2061,50897.3,1.04,0,648438,0.8762,0.0704,24,0,2,4,367923.81,0,0.7031,821,0,0,0,5517.82,0.9128,0.2912,0,0.0214,0.0818,-0.2533,0.0923,-0.2054,61.1,0.2298,0.0218,8052,22000,0.6413,0.8914,49.98,0,0
106252,Retail,2,Jefferson,522420,-0.3033,0.1366,56713.34,1.51,0,231563,0.4433,0.0695,84,0,1,5,280531.2,0,-0.2661,792,0,0,0,0,,,0,-0.0188,-0.0804,0.0382,0.0859,0.0242,85,0.3571,0.0215,5416,45639,-0.2229,0.0188,55.57,27,0
106253,Food Services,0.8,Caddo,412943,-0.3834,0.1859,20339.22,0.73,0,466285,1.1292,0.0648,48,0,2,3,,0,-0.4057,739,0,0,0,0,,,0,-0.1723,-0.189,0.1131,-0.0274,0.0942,15,0.1,0.0201,4542,22000,-0.1944,0.1723,-3.19,52,0
106254,Retail,5.8,Calcasieu,2066817,-0.088,0.206,190652.41,1.39,0,3002570,1.4528,0.035,24,0,4,14,835474.09,0,-0.0622,752,1,0,0,18375.88,0.0043,0.3871,0,0.0883,0.1147,-0.1264,0.0121,0.2658,29.4,0.1361,0.0184,6292,56485,-0.2027,-0.084,24.58,56,0
106255,Construction,9.1,Ouachita,2660313,-0.1281,0.1538,21340.99,0.11,0,2160847,0.8123,0.0509,12,0,1,30,1179042.79,1,-0.2317,,0,0,0,0,,,0,-0.0415,-0.0768,0.027,0.079,0.2347,55.5,0.1291,0.014,3657,29092,-0.0513,0.0415,37.36,42,0
106256,Healthcare,9.2,St. Tammany,901398,-0.1323,0.1493,,0.79,0,1374385,1.5247,0.0411,36,30,4,5,454701.15,0,-0.1469,738,0,0,0,2434.12,-0.2051,0.5599,0,-0.091,-0.0547,-0.085,0.1008,0.0017,45.7,0.0109,0.0104,5712,36896,-0.0776,-0.1141,34.76,74,0
106257,Professional Services,6.6,Calcasieu,549816,0.0273,0.2202,22643.3,0.63,0,489178,0.8897,0.035,36,0,4,3,,0,-0.0499,850,0,0,0,3086.6,0.2035,0.0772,0,-0.1124,-0.0964,0.0845,0.0846,0.0909,52.1,0.1937,0.0235,3228,33584,0.1237,0.3159,34.9,11,0
106258,Professional Services,11.9,Orleans,376921,-0.2275,0.2194,19459.38,0.79,0,0,0,0.0497,0,0,0,2,169165.89,0,-0.0463,755,0,0,0,655.24,-0.2692,0.3986,0,-0.0824,0.0353,-0.3445,-0.0037,-0.1742,41.2,0.1596,0.0225,3516,62584,-0.2628,-0.1868,26.12,22,0
106259,Real Estate,1.7,Ouachita,1371247,-0.101,0.1064,115581.4,1.13,0,1905812,1.3898,0.0824,36,0,1,30,726830.83,0,-0.1209,752,0,0,0,0,,,0,-0.0726,0.0531,0.0206,-0.0012,0.1615,56.9,0.1007,0.0226,4253,77996,-0.1541,0.0726,36.68,52,0
106260,Food Services,1.8,East Baton Rouge,790521,-0.0348,0.069,34706.65,0.57,0,882046,1.1158,0.0577,12,60,1,3,400504.47,0,-0.0369,681,0,0,0,4705.67,-0.1422,0.2603,0,-0.0645,-0.132,-0.0844,0.1606,-0.0571,38.8,0.2472,0.0138,2299,35350,0.0972,-0.0777,32.74,86,1
106261,Retail,2.5,Rapides,348102,-0.0296,0.0909,27644.2,1.05,0,223260,0.6414,0.0716,12,0,1,1,134049.03,0,-0.0564,760,0,0,0,0,,,0,0.2149,-0.136,-0.2085,0.1045,0.1891,65.3,0.6147,0.021,2193,61227,0.1064,-0.2149,42.83,33,0
106262,Real Estate,4.3,Orleans,598511,-0.0011,-0.0028,40557.6,0.81,0,271326,0.4533,0.0674,36,0,1,4,313930.18,0,-0.0228,719,0,0,0,0,,,0,-0.2771,0.1189,0.2636,0.195,-0.0615,25.8,0.2453,0.0054,8163,58718,-0.12,0.2771,40.93,44,0
106263,Retail,5.6,Tangipahoa,516369,-0.0029,0.1919,29772.39,0.86,0,0,0,0.0529,0,0,0,6,198611.15,0,0.0612,746,0,0,0,4377.47,0.0836,0.1883,0,-0.0032,-0.0853,-0.5325,0.1485,0.1894,53.4,0.4509,0.0202,3047,42343,0.0824,0.0868,42.62,15,0
106264,Agriculture,12.7,Jefferson,546132,-0.1476,0.1594,41706.3,1.09,0,897946,1.6442,0.0578,36,90,1,2,146531.69,0,-0.1309,708,1,0,0,0,,,0,0.1273,0.1795,0.0291,-0.0633,-0.2868,76.5,0.1987,0.0106,6592,52361,-0.3271,-0.1273,48.54,100,1
106265,Real Estate,4.5,East Baton Rouge,357196,-0.0261,0.1448,,0.33,6,0,0,0.0392,0,0,0,1,185404.74,,-0.0223,813,3,0,0,2616.72,-0.0085,0.2819,0,0.0214,0.1118,-0.086,0.1087,0.084,22.1,0.2376,0.0185,7822,41371,-0.1379,-0.0299,29.72,42,0
106266,Healthcare,9.7,East Baton Rouge,865528,0.0289,0.1812,40572.02,0.69,0,338860,0.3915,0.035,48,0,5,6,354716.96,0,-0.1983,815,0,0,0,0,,,0,0.1014,0.1572,0.0543,0.0235,-0.0609,59.7,0.2349,0.0115,6014,52392,-0.1283,-0.1014,46.03,8,0
106267,Agriculture,8.4,Calcasieu,311405,0.2413,0.1918,15015.75,0.72,13,0,0,0.035,0,0,0,5,101466.32,0,0.1822,821,1,0,0,1204.65,0.2565,0.3724,0,0.054,-0.065,0.1639,-0.0954,0.1189,27.9,0.1153,0.0188,4369,57729,0.3063,0.2025,3.95,19,0
106268,Retail,12.6,Rapides,273640,-0.2958,0.219,20781.51,1.17,0,418815,1.5305,0.0393,60,0,2,2,136766.85,1,-0.3829,719,0,0,0,240.02,-0.1435,0.0739,0,-0.051,-0.1239,-0.0587,0.1113,0.0567,32.9,0.259,0.0234,3887,42087,-0.1719,-0.0925,24.67,76,0
106269,Food Services,8,St. Tammany,343518,0.0354,0.211,11361.01,0.5,0,211507,0.6157,0.0575,24,0,1,2,94045.71,0,0.0967,,0,0,0,0,,,0,0.0043,-0.0775,0.023,0.0186,-0.0315,45.9,0.1905,0.0087,7470,56784,0.1129,-0.0043,25.52,14,0
106270,Professional Services,13.2,Calcasieu,352064,0.0662,0.143,5997.53,0.24,8,0,0,0.0539,0,0,0,4,138559.73,1,0.1919,730,1,0,0,0,,,0,-0.0193,0.0456,-0.001,-0.0358,-0.0387,51.3,0.1077,0.0099,7979,37482,0.0206,0.0193,29.48,55,0
106271,Construction,0.8,Rapides,2409214,0.0706,0.0915,145105.55,0.8,0,3281099,1.3619,0.0779,48,0,2,17,933148.62,0,0.069,687,0,0,0,0,,,0,-0.0009,0.1327,0.0181,-0.0621,0.0279,55.8,0.0179,0.0092,5207,60962,-0.0621,0.0009,33.9,59,0
